    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.72e+01      1.36295e+14 3.00e+00         0.116721              N/A      4.67s 0
   1 1.34e+01           118405 3.00e+00         0.106757              N/A     22.14s 0
   2 7.30e+00          89.8747 3.00e+00        0.0998733              N/A     22.66s 0
   3 4.04e+00          142.645 3.00e+00        0.0997043              N/A     21.99s 0
   4 3.55e+00           830634 3.00e+00        0.0997043              N/A     20.01s 0
   5 3.44e+00          78.0685 3.00e+00        0.0997043              N/A     22.00s 0
   6 3.13e+00          1428.21 3.00e+00        0.0997043              N/A     17.50s 0
   7 3.27e+00          27.6171 3.00e+00        0.0997043              N/A     16.58s 0
   8 3.17e+00          17390.3 3.00e+00        0.0997043              N/A     15.73s 0
   9 3.20e+00          57041.2 3.00e+00        0.0997043              N/A     17.23s 0
  10 3.13e+00          3.02117 3.00e+00        0.0997043              N/A     14.19s 0
  11 3.07e+00          19.1112 3.00e+00        0.0997043              N/A     13.39s 0
  12 3.38e+00          11.8228 3.00e+00        0.0997043              N/A     13.11s 0
  13 3.27e+00          99.6096 3.00e+00        0.0997043              N/A     13.17s 0
  14 3.31e+00          44.2463 3.00e+00        0.0997043              N/A     10.68s 0
  15 3.10e+00         0.754171 3.00e+00        0.0997043              N/A      9.24s 0
  16 3.29e+00          27906.5 3.00e+00        0.0997043              N/A      9.25s 0
  17 3.25e+00          10.6945 3.00e+00        0.0997043              N/A      7.15s 0
  18 3.44e+00      5.79937e+07 3.00e+00        0.0997043              N/A      6.06s 0
  19 3.18e+00          5.46014 3.00e+00        0.0997043              N/A      5.04s 0
  20 3.09e+00          4.20888 3.00e+00        0.0997043              N/A      4.77s 0
  21 3.11e+00          11.2042 3.00e+00        0.0997043              N/A      3.08s 0
  22 3.09e+00          20.5041 3.00e+00        0.0997043              N/A      2.06s 0
  23 3.14e+00         0.475177 3.00e+00        0.0997043              N/A      1.04s 0
  24 3.29e+00          10.2039 3.00e+00        0.0994424              N/A      0.00s 0
  25 3.35e+00           293824 3.00e+00        0.0994424              N/A     24.59s 0
  26 3.15e+00          1.59396 3.00e+00        0.0994424              N/A     23.61s 0
  27 3.19e+00           969927 3.00e+00        0.0994424              N/A     25.29s 0
  28 3.10e+00          10.4743 3.00e+00        0.0994424              N/A     21.20s 0
  29 3.23e+00          23.9214 3.00e+00        0.0994424              N/A     20.00s 0
  30 3.26e+00       3.9923e+09 3.00e+00        0.0994424              N/A     19.14s 0
  31 3.12e+00          70.8227 3.00e+00        0.0994424              N/A     20.70s 0
  32 3.11e+00          11.4585 3.00e+00        0.0994424              N/A     17.46s 0
  33 3.34e+00          11.7676 3.00e+00        0.0994424              N/A     16.63s 0
  34 3.18e+00          3.19265 3.00e+00        0.0994424              N/A     17.32s 0
  35 3.16e+00          5.70949 3.00e+00        0.0994424              N/A     14.40s 0
  36 3.29e+00      2.09248e+08 3.00e+00        0.0994424              N/A     13.29s 0
  37 3.09e+00           23.272 3.00e+00        0.0994424              N/A     12.26s 0
  38 3.20e+00          6.59502 3.00e+00        0.0994424              N/A     12.76s 0
  39 3.09e+00           416126 3.00e+00        0.0994424              N/A     10.37s 0
  40 3.25e+00            76635 3.00e+00        0.0994424              N/A      9.07s 0
  41 3.17e+00           22.197 3.00e+00        0.0994424              N/A      9.57s 0
  42 3.28e+00         0.696324 3.00e+00        0.0994424              N/A      7.52s 0
  43 3.29e+00          17889.1 3.00e+00        0.0994424              N/A      6.09s 0
  44 3.21e+00          52877.7 3.00e+00        0.0994424              N/A      5.03s 0
  45 3.27e+00          4.50127 3.00e+00        0.0994424              N/A      4.56s 0
  46 3.10e+00          9.39118 3.00e+00        0.0994424              N/A      3.07s 0
  47 3.23e+00          3.31135 3.00e+00        0.0994424              N/A      2.00s 0
  48 3.15e+00          18.7545 3.00e+00        0.0994424              N/A      1.00s 0
  49 3.19e+00          5.46858 3.00e+00        0.0994424              N/A      0.00s 0
  50 3.07e+00          4.04613 3.00e+00        0.0994424              N/A     24.54s 0
  51 3.25e+00          6.97874 3.00e+00        0.0994424              N/A     23.77s 0
